customer_id,tenure_months,monthly_charges,total_charges,num_support_calls,contract_type,payment_method,internet_service,churn
CUST-341,59,28.69,1681.8899640479694,1,Month-to-month,Credit card,Fiber optic,0
CUST-342,55,83.32,4598.7646545785,1,Two year,Credit card,Fiber optic,1
CUST-343,9,93.59,856.7702255005648,1,Month-to-month,Mailed check,Fiber optic,1
CUST-344,41,104.81,4287.218803608395,1,Two year,Credit card,DSL,0
CUST-345,35,32.28,1113.9687518059309,1,Month-to-month,Mailed check,None,0
CUST-346,19,107.64,2033.554228471438,3,Two year,Credit card,None,0
CUST-347,48,84.29,4034.466303600409,1,Month-to-month,Bank transfer,DSL,1
CUST-348,16,90.39,1454.2576056435498,2,Month-to-month,Mailed check,Fiber optic,0
CUST-349,3,111.06,348.671703157794,0,Month-to-month,Electronic check,None,1
CUST-350,20,82.48,1657.5012621261883,3,Month-to-month,Mailed check,DSL,1
CUST-351,24,53.59,1283.7980778338356,1,One year,Mailed check,Fiber optic,0
CUST-352,54,102.51,5538.9649846691045,0,Month-to-month,Electronic check,DSL,0
CUST-353,56,56.31,3144.66221967195,1,Month-to-month,Mailed check,Fiber optic,0
CUST-354,33,23.42,783.8320804556423,2,Month-to-month,Bank transfer,DSL,0
CUST-355,24,103.07,2478.0002893998253,0,Month-to-month,Credit card,Fiber optic,0
CUST-356,52,54.52,2842.7719778201645,0,One year,Electronic check,DSL,0
CUST-357,11,97.38,1063.904642981402,2,Month-to-month,Credit card,Fiber optic,1
CUST-358,49,56.28,2756.034028131314,1,One year,Bank transfer,None,0
CUST-359,8,106.11,856.130731399812,1,One year,Electronic check,None,1
CUST-360,36,41.95,1524.6351289952363,2,One year,Credit card,None,0
CUST-361,38,117.45,4457.019002405515,1,Month-to-month,Credit card,Fiber optic,1
CUST-362,40,97.98,3927.0045190717083,2,One year,Bank transfer,DSL,0
CUST-363,20,31.42,621.2792820338973,1,Two year,Credit card,DSL,0
CUST-364,35,76.58,2701.471937728266,0,One year,Bank transfer,None,0
CUST-365,48,118.54,5685.771752917275,4,Month-to-month,Mailed check,Fiber optic,0
CUST-366,25,67.11,1684.1850517405212,0,One year,Bank transfer,DSL,0
CUST-367,35,38.21,1339.0060961523366,1,One year,Mailed check,Fiber optic,0
CUST-368,25,68.48,1738.053031213605,2,One year,Electronic check,DSL,0
CUST-369,29,71.25,2068.5490160802456,0,Month-to-month,Credit card,DSL,0
CUST-370,18,94.17,1689.9094397700987,2,Month-to-month,Bank transfer,None,0
CUST-371,46,89.88,4140.87506512613,2,One year,Bank transfer,None,0
CUST-372,18,60.26,1090.8524086677537,2,Month-to-month,Credit card,Fiber optic,0
CUST-373,2,41.8,82.02530136241057,1,One year,Credit card,None,0
CUST-374,54,84.51,4552.592341357719,2,Month-to-month,Electronic check,Fiber optic,0
CUST-375,35,62.17,2170.6700113860966,2,Month-to-month,Electronic check,Fiber optic,0
CUST-376,16,33.23,540.4949894814491,1,Month-to-month,Bank transfer,DSL,0
CUST-377,41,110.06,4494.98551053766,3,Month-to-month,Electronic check,DSL,0
CUST-378,36,89.12,3205.839541006143,2,Two year,Mailed check,Fiber optic,0
CUST-379,33,88.32,2924.508639218168,1,Two year,Electronic check,None,0
CUST-380,4,102.26,408.10503780999954,2,One year,Electronic check,Fiber optic,0
CUST-381,33,72.97,2429.7471013955274,2,Month-to-month,Bank transfer,DSL,0
CUST-382,14,101.51,1403.6934975970137,3,One year,Mailed check,DSL,1
CUST-383,21,69.81,1456.3963213108057,2,One year,Electronic check,None,0
CUST-384,48,26.72,1259.413661977472,2,Month-to-month,Mailed check,DSL,0
CUST-385,20,60.52,1230.336905667453,3,Month-to-month,Mailed check,Fiber optic,0
CUST-386,56,69.75,3896.5501284924835,3,One year,Mailed check,DSL,0
CUST-387,8,92.02,716.2907868827166,3,One year,Credit card,DSL,0
CUST-388,7,30.66,208.50080685574565,1,Two year,Credit card,Fiber optic,0
CUST-389,3,34.0,88.0719089181153,0,Month-to-month,Credit card,Fiber optic,0
CUST-390,17,46.37,782.2421510969459,1,One year,Credit card,DSL,0
CUST-391,33,46.65,1539.8622925094492,1,Month-to-month,Bank transfer,DSL,0
CUST-392,48,93.22,4482.609211040471,1,Month-to-month,Electronic check,None,0
CUST-393,12,45.07,539.0933105988906,1,Month-to-month,Credit card,DSL,0
CUST-394,59,83.31,4915.542906993347,3,Month-to-month,Bank transfer,Fiber optic,1
CUST-395,51,69.43,3535.114047769299,3,Month-to-month,Electronic check,None,0
CUST-396,22,77.33,1686.1430177275033,2,Month-to-month,Credit card,DSL,0
CUST-397,55,103.81,5691.084597570341,3,One year,Electronic check,None,0
CUST-398,22,60.44,1326.0351421966361,1,One year,Credit card,DSL,0
CUST-399,46,97.09,4466.986397785432,0,Month-to-month,Bank transfer,Fiber optic,1
CUST-400,30,62.2,1861.6138547877374,0,Two year,Mailed check,Fiber optic,0
CUST-401,38,55.39,2086.7267300713866,1,Month-to-month,Mailed check,None,0
CUST-402,38,115.86,4404.694000932682,0,Month-to-month,Electronic check,DSL,0
CUST-403,45,38.44,1746.093048829043,0,One year,Bank transfer,Fiber optic,0
CUST-404,51,29.03,1479.3835348648886,5,Month-to-month,Mailed check,None,0
CUST-405,54,97.1,5237.604694224239,2,Month-to-month,Credit card,Fiber optic,0
CUST-406,8,26.82,213.9550595975648,1,Month-to-month,Mailed check,Fiber optic,0
CUST-407,27,103.71,2789.1262015543684,1,Month-to-month,Electronic check,DSL,0
CUST-408,27,63.72,1708.7510087070386,3,One year,Electronic check,Fiber optic,0
CUST-409,34,111.55,3797.214140880946,0,Month-to-month,Bank transfer,DSL,0
CUST-410,21,92.15,1945.0532152903234,2,Month-to-month,Electronic check,DSL,0
CUST-411,30,81.04,2429.729016478056,1,Month-to-month,Mailed check,Fiber optic,0
CUST-412,33,114.93,3772.9523495238423,1,One year,Mailed check,DSL,0
CUST-413,28,59.66,1674.0134892653575,2,Month-to-month,Mailed check,None,0
CUST-414,47,115.41,5444.943821703374,2,One year,Mailed check,None,1
CUST-415,33,33.5,1103.0610183655172,0,Month-to-month,Bank transfer,Fiber optic,0
CUST-416,5,68.38,340.12154224596577,1,Month-to-month,Credit card,None,1
CUST-417,48,46.99,2246.7936646988605,3,Month-to-month,Credit card,Fiber optic,0
CUST-418,19,73.98,1410.4335399789343,0,Month-to-month,Bank transfer,DSL,0
CUST-419,4,36.2,138.0901653550539,0,Month-to-month,Electronic check,Fiber optic,0
CUST-420,35,104.15,3655.4650189766858,2,Month-to-month,Credit card,DSL,1
CUST-421,49,104.64,5120.784194535148,4,Two year,Electronic check,DSL,1
CUST-422,17,115.52,1967.2579146811895,2,Month-to-month,Credit card,None,0
CUST-423,44,35.47,1560.2165575394042,1,One year,Electronic check,Fiber optic,0
CUST-424,28,82.33,2320.791116193093,1,Month-to-month,Bank transfer,None,1
CUST-425,30,67.42,2026.6947938619805,0,Month-to-month,Mailed check,DSL,0
CUST-426,29,54.44,1592.6300731912493,3,Month-to-month,Electronic check,Fiber optic,0
CUST-427,46,55.15,2537.986235007772,3,Two year,Mailed check,DSL,0
CUST-428,53,61.28,3246.1325969948575,1,Month-to-month,Electronic check,Fiber optic,0
CUST-429,6,90.49,542.5580923046477,0,Month-to-month,Electronic check,Fiber optic,0
CUST-430,35,79.83,2786.335907986228,4,Month-to-month,Electronic check,Fiber optic,1
CUST-431,41,65.97,2710.086687837039,1,Month-to-month,Electronic check,DSL,0
CUST-432,37,27.59,1013.9264165919652,1,Month-to-month,Electronic check,DSL,0
CUST-433,24,27.78,667.8446304151785,2,Month-to-month,Mailed check,DSL,0
CUST-434,29,20.23,595.2220196646391,5,Month-to-month,Electronic check,Fiber optic,0
CUST-435,49,116.77,5737.565489097769,3,Month-to-month,Mailed check,None,0
CUST-436,46,20.53,946.00860083865,0,One year,Bank transfer,DSL,0
CUST-437,53,30.31,1615.0420705606602,4,Month-to-month,Credit card,Fiber optic,1
CUST-438,31,51.46,1602.678877503808,1,Month-to-month,Electronic check,None,0
CUST-439,35,100.74,3522.07622909179,0,Month-to-month,Credit card,Fiber optic,0
CUST-440,33,116.21,3856.0080345442416,1,One year,Mailed check,Fiber optic,1
CUST-441,52,99.0,5142.23757797121,2,Month-to-month,Bank transfer,None,1
CUST-442,21,89.06,1871.1699462614956,3,Month-to-month,Bank transfer,DSL,1
CUST-443,32,72.13,2322.701197533984,1,Month-to-month,Bank transfer,DSL,0
CUST-444,23,28.67,673.7045824279883,2,Month-to-month,Credit card,DSL,0
CUST-445,33,115.82,3822.2032039803566,2,Month-to-month,Mailed check,None,0
CUST-446,3,95.84,297.4241674784063,1,One year,Electronic check,None,1
CUST-447,18,83.89,1507.7802766355644,2,One year,Electronic check,Fiber optic,0
CUST-448,25,95.9,2392.6132110970093,3,One year,Mailed check,DSL,0
CUST-449,42,92.41,3869.0921092688154,2,Month-to-month,Credit card,Fiber optic,0
CUST-450,31,83.72,2602.558813654793,2,Month-to-month,Electronic check,DSL,0
CUST-451,54,118.06,6383.532209312684,2,Month-to-month,Mailed check,DSL,0
CUST-452,58,110.34,6394.041107044443,2,Month-to-month,Electronic check,Fiber optic,0
CUST-453,3,84.67,256.69100033985234,0,Month-to-month,Bank transfer,None,1
CUST-454,40,89.32,3599.309884278719,0,One year,Electronic check,None,0
CUST-455,46,25.16,1168.8268230011736,4,Month-to-month,Credit card,Fiber optic,0
CUST-456,24,86.99,2078.7451605742112,1,Month-to-month,Mailed check,DSL,0
CUST-457,50,24.42,1231.0156227976338,4,Month-to-month,Credit card,DSL,0
CUST-458,32,78.83,2513.5913821874933,2,Month-to-month,Mailed check,DSL,0
CUST-459,47,119.94,5608.227816881454,1,Month-to-month,Bank transfer,Fiber optic,1
CUST-460,22,75.58,1662.5558785673386,1,One year,Mailed check,None,0
CUST-461,23,67.32,1563.9920145959297,2,Month-to-month,Electronic check,Fiber optic,0
CUST-462,2,51.29,116.55447960436942,1,One year,Electronic check,Fiber optic,0
CUST-463,27,32.05,869.1223516909265,0,One year,Bank transfer,DSL,0
CUST-464,42,93.1,3904.7827058675007,2,One year,Mailed check,DSL,1
CUST-465,2,39.26,83.38449683912646,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-466,26,31.53,817.0883982968909,0,Month-to-month,Electronic check,DSL,0
CUST-467,17,62.18,1051.923443080307,1,Month-to-month,Credit card,Fiber optic,0
CUST-468,40,99.53,3991.8200220230556,2,One year,Bank transfer,None,0
CUST-469,33,94.51,3113.5696422028946,2,Month-to-month,Credit card,Fiber optic,0
CUST-470,9,25.49,240.68236556476074,3,Two year,Credit card,DSL,0
CUST-471,43,65.51,2811.008140380362,3,Month-to-month,Mailed check,DSL,0
CUST-472,54,72.24,3921.5449195482283,0,Month-to-month,Bank transfer,Fiber optic,0
CUST-473,48,84.45,4037.1936555971492,0,Month-to-month,Credit card,Fiber optic,0
CUST-474,39,85.02,3306.212306682954,4,Month-to-month,Credit card,Fiber optic,0
CUST-475,29,56.47,1636.0763226580966,0,Month-to-month,Mailed check,Fiber optic,0
CUST-476,42,76.07,3175.099560968119,3,One year,Mailed check,Fiber optic,0
CUST-477,55,68.11,3720.3401385724487,2,One year,Electronic check,Fiber optic,0
CUST-478,26,108.5,2801.245923830894,2,One year,Credit card,DSL,1
CUST-479,35,73.03,2553.12910789689,4,Two year,Electronic check,None,1
CUST-480,50,64.1,3202.3328999011583,2,One year,Credit card,DSL,0
CUST-481,25,60.45,1514.5799948123286,1,Month-to-month,Electronic check,DSL,0
CUST-482,24,77.24,1851.7899851822363,3,One year,Mailed check,Fiber optic,0
CUST-483,13,100.4,1308.1951646451084,2,Month-to-month,Bank transfer,Fiber optic,0
CUST-484,58,73.84,4278.217835855617,3,Month-to-month,Mailed check,None,0
CUST-485,7,86.17,610.3381575747169,1,One year,Electronic check,Fiber optic,1
CUST-486,57,93.79,5351.973100031736,1,Month-to-month,Electronic check,None,0
CUST-487,36,72.02,2589.4530738014246,4,Month-to-month,Bank transfer,None,0
CUST-488,45,62.68,2825.9301143467237,3,Month-to-month,Credit card,Fiber optic,0
CUST-489,20,107.67,2151.4935406405134,2,Month-to-month,Electronic check,Fiber optic,0
CUST-490,1,61.75,46.52674084606895,3,Two year,Electronic check,Fiber optic,1
CUST-491,8,66.19,538.5649664138261,2,Month-to-month,Electronic check,None,1
CUST-492,46,119.03,5466.311839534016,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-493,16,20.02,329.25823955141766,2,Month-to-month,Mailed check,DSL,0
CUST-494,14,38.55,542.9402677211701,2,Month-to-month,Electronic check,Fiber optic,0
CUST-495,12,58.4,699.9547769098288,2,Two year,Bank transfer,DSL,0
CUST-496,51,113.26,5757.49006604549,0,Month-to-month,Electronic check,Fiber optic,1
CUST-497,23,27.0,636.3974555741445,0,Month-to-month,Credit card,DSL,0
CUST-498,15,20.95,310.6188613864591,0,One year,Bank transfer,Fiber optic,0
CUST-499,28,25.27,713.9056358715558,2,Two year,Electronic check,None,0
CUST-500,34,28.85,979.7602587662923,4,One year,Bank transfer,DSL,0
CUST-501,2,23.76,44.805646644376125,2,One year,Electronic check,DSL,1
CUST-502,32,67.98,2177.28807838397,1,Month-to-month,Mailed check,DSL,0
CUST-503,23,78.08,1796.1057228344184,6,Month-to-month,Electronic check,Fiber optic,1
CUST-504,22,47.17,1035.0700720982422,1,Month-to-month,Bank transfer,DSL,0
CUST-505,51,59.83,3050.7768544138785,1,Two year,Credit card,DSL,0
CUST-506,25,29.17,733.520646562717,1,Month-to-month,Credit card,DSL,0
CUST-507,58,53.64,3116.0981917675826,2,Month-to-month,Credit card,Fiber optic,0
CUST-508,22,72.25,1589.9335721274392,1,Month-to-month,Electronic check,DSL,0
CUST-509,58,93.23,5413.5493698981445,1,Month-to-month,Mailed check,Fiber optic,1
CUST-510,58,20.33,1174.899301955569,1,Month-to-month,Electronic check,DSL,0
CUST-511,22,66.73,1490.3088638099648,4,Two year,Credit card,Fiber optic,0
CUST-512,49,49.7,2450.155886080078,1,Month-to-month,Bank transfer,DSL,0
CUST-513,52,105.28,5482.184429948316,0,One year,Credit card,Fiber optic,0
CUST-514,42,91.56,3826.1041950616295,0,One year,Bank transfer,DSL,0
CUST-515,6,78.91,479.5201913885498,1,Month-to-month,Mailed check,Fiber optic,0
CUST-516,15,47.73,712.5836291713794,3,Month-to-month,Bank transfer,None,0
CUST-517,54,111.03,5985.833192685906,5,Month-to-month,Electronic check,None,0
CUST-518,43,24.51,1050.3090394969518,2,Month-to-month,Electronic check,Fiber optic,0
CUST-519,37,30.95,1136.4716526607056,1,One year,Electronic check,Fiber optic,0
CUST-520,33,59.16,1957.348030937595,1,Month-to-month,Bank transfer,None,0
CUST-521,8,32.44,275.67994062563224,2,Month-to-month,Electronic check,Fiber optic,0
CUST-522,53,115.64,6137.180287917068,1,Month-to-month,Electronic check,DSL,0
CUST-523,44,99.8,4418.825252407895,1,Two year,Electronic check,None,1
CUST-524,44,45.9,2004.063875704246,3,One year,Mailed check,Fiber optic,0
CUST-525,5,78.86,389.23965295530894,4,One year,Bank transfer,DSL,0
CUST-526,39,118.23,4601.539748076577,1,One year,Bank transfer,DSL,0
CUST-527,4,108.42,445.9736831435986,1,Month-to-month,Credit card,DSL,0
CUST-528,6,80.08,478.27449643021464,2,One year,Bank transfer,Fiber optic,0
CUST-529,45,110.37,4968.545161964773,2,Month-to-month,Mailed check,DSL,0
CUST-530,32,118.92,3811.7768553197307,1,One year,Bank transfer,DSL,1
CUST-531,52,94.34,4891.132111494633,2,One year,Mailed check,DSL,0
CUST-532,30,26.5,788.7865103679501,2,Month-to-month,Mailed check,Fiber optic,0
CUST-533,47,60.16,2837.4926595369793,0,One year,Bank transfer,Fiber optic,0
CUST-534,35,103.78,3626.819120994921,2,Two year,Credit card,DSL,0
CUST-535,55,43.06,2351.1635703093134,2,Month-to-month,Electronic check,DSL,0
CUST-536,40,103.06,4113.377371123157,0,One year,Electronic check,DSL,1
CUST-537,52,32.03,1662.6973194639472,2,Month-to-month,Bank transfer,None,0
CUST-538,16,24.69,396.7076051988943,0,Month-to-month,Bank transfer,Fiber optic,0
CUST-539,13,58.41,758.6218669004948,0,Month-to-month,Mailed check,Fiber optic,0
CUST-540,50,23.67,1177.3578215805703,2,Month-to-month,Bank transfer,DSL,0
CUST-541,42,115.73,4870.053134388485,0,Two year,Mailed check,Fiber optic,0
CUST-542,30,102.62,3077.309390634381,2,Two year,Credit card,Fiber optic,0
CUST-543,19,100.08,1903.6140136199792,2,One year,Bank transfer,DSL,1
CUST-544,17,82.98,1405.0504402261158,2,Month-to-month,Electronic check,DSL,0
CUST-545,56,41.63,2346.3694026424023,1,Two year,Electronic check,Fiber optic,0
CUST-546,19,71.83,1360.8536889479315,2,Month-to-month,Bank transfer,None,0
CUST-547,28,79.73,2233.1869286659326,0,Two year,Mailed check,None,0
CUST-548,58,72.5,4215.349994421269,2,Month-to-month,Electronic check,Fiber optic,0
CUST-549,55,46.02,2533.9004226106,1,Month-to-month,Mailed check,Fiber optic,0
CUST-550,26,71.52,1862.0708969643747,1,One year,Bank transfer,DSL,0
CUST-551,37,69.12,2537.703444906034,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-552,26,119.63,3117.186350016939,1,Month-to-month,Electronic check,Fiber optic,0
CUST-553,53,109.74,5816.775869402134,1,Month-to-month,Bank transfer,DSL,0
CUST-554,23,66.34,1531.2356510317256,2,Month-to-month,Credit card,None,0
CUST-555,9,82.29,742.4421304836884,3,Month-to-month,Credit card,DSL,1
CUST-556,12,94.79,1131.8884244287713,2,Month-to-month,Electronic check,DSL,0
CUST-557,53,23.49,1253.9130716654959,0,Month-to-month,Credit card,Fiber optic,0
CUST-558,1,109.49,111.47126611279916,0,Month-to-month,Mailed check,Fiber optic,1
CUST-559,58,106.01,6135.686135089571,1,One year,Electronic check,Fiber optic,0
CUST-560,58,65.74,3826.0051715634613,0,Month-to-month,Electronic check,DSL,0
CUST-561,1,59.12,44.81520435612528,2,Two year,Mailed check,None,0
CUST-562,47,47.3,2232.1092923425053,0,Two year,Credit card,Fiber optic,0
CUST-563,34,67.67,2315.6493177193024,0,Month-to-month,Credit card,Fiber optic,0
CUST-564,32,24.44,771.0170456403674,0,One year,Credit card,None,0
CUST-565,54,105.22,5680.652382132621,1,One year,Electronic check,Fiber optic,0
CUST-566,48,23.54,1127.7605175386584,0,Two year,Electronic check,DSL,0
CUST-567,25,52.91,1321.0402884481912,3,Month-to-month,Credit card,Fiber optic,0
CUST-568,40,113.16,4544.7023835523305,1,Month-to-month,Bank transfer,DSL,1
CUST-569,45,93.52,4197.4528112708285,1,One year,Credit card,DSL,1
CUST-570,53,48.14,2548.35432955121,1,One year,Mailed check,Fiber optic,0
CUST-571,1,45.26,60.29322498821751,1,One year,Electronic check,None,0
CUST-572,16,20.51,324.9305117166085,3,Month-to-month,Mailed check,DSL,0
CUST-573,39,89.57,3483.8722028413345,2,Two year,Mailed check,Fiber optic,0
CUST-574,5,24.88,127.03014681769747,2,Two year,Electronic check,DSL,0
CUST-575,22,73.26,1619.7764054170702,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-576,29,116.21,3366.161590298517,0,Month-to-month,Credit card,Fiber optic,0
CUST-577,55,30.95,1707.7936839080755,3,Month-to-month,Mailed check,Fiber optic,0
CUST-578,3,109.45,314.58384905925436,4,One year,Electronic check,DSL,1
CUST-579,12,119.15,1416.5897291658143,2,One year,Mailed check,Fiber optic,0
CUST-580,26,26.15,675.4991371974737,4,One year,Credit card,None,1
CUST-581,16,108.29,1738.5401741999174,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-582,51,71.61,3659.724979809851,0,Month-to-month,Bank transfer,Fiber optic,0
CUST-583,37,110.65,4082.2298395254197,0,Month-to-month,Bank transfer,None,0
CUST-584,22,77.13,1704.1042070473256,1,Month-to-month,Electronic check,DSL,0
CUST-585,57,86.21,4915.635070404347,2,One year,Electronic check,Fiber optic,0
CUST-586,29,74.38,2148.227953055487,2,Two year,Bank transfer,None,0
CUST-587,14,106.45,1476.95811647977,1,Two year,Credit card,DSL,0
CUST-588,28,93.39,2617.218231549043,2,Two year,Credit card,Fiber optic,1
CUST-589,5,72.13,373.54563224165446,0,Month-to-month,Electronic check,DSL,0
CUST-590,47,106.82,5020.895224307779,3,Month-to-month,Bank transfer,Fiber optic,1
CUST-591,49,44.53,2172.620791505938,0,One year,Credit card,Fiber optic,0
CUST-592,30,35.73,1053.2197771292056,4,Two year,Credit card,DSL,1
CUST-593,46,36.04,1673.134908468886,2,Month-to-month,Credit card,Fiber optic,0
CUST-594,52,53.4,2787.2185061031973,2,Month-to-month,Electronic check,DSL,0
CUST-595,5,43.87,222.37076848771602,3,Month-to-month,Bank transfer,Fiber optic,0
CUST-596,12,113.01,1370.8999396726547,1,One year,Mailed check,DSL,1
CUST-597,16,30.58,491.51919099753593,1,Month-to-month,Bank transfer,None,0
CUST-598,26,89.9,2332.0896304938233,3,Month-to-month,Bank transfer,DSL,0
CUST-599,26,38.92,1017.4713224505022,2,Month-to-month,Electronic check,None,0
CUST-600,48,108.16,5183.382743237323,1,Month-to-month,Credit card,Fiber optic,1
CUST-601,21,116.13,2428.7735218214684,1,Two year,Credit card,DSL,0
CUST-602,39,66.55,2603.1660710960723,2,Month-to-month,Electronic check,Fiber optic,0
CUST-603,36,107.91,3893.3175876756404,0,One year,Electronic check,Fiber optic,0
CUST-604,33,20.51,664.092617195126,3,One year,Electronic check,Fiber optic,0
CUST-605,30,101.99,3047.332023175581,2,Two year,Electronic check,DSL,0
CUST-606,37,42.86,1581.3695030636698,2,Month-to-month,Electronic check,Fiber optic,0
CUST-607,23,110.87,2542.8969516682037,0,Two year,Mailed check,DSL,0
CUST-608,58,20.11,1171.1448876316535,0,Month-to-month,Bank transfer,DSL,0
CUST-609,10,75.62,756.6804983776559,0,Two year,Bank transfer,Fiber optic,1
CUST-610,54,95.66,5177.289062576366,2,Two year,Bank transfer,DSL,1
CUST-611,5,45.87,232.52257725233983,1,Month-to-month,Credit card,DSL,0
CUST-612,36,39.31,1408.7142317032833,2,Month-to-month,Mailed check,DSL,0
CUST-613,34,28.41,947.0287113811356,0,Month-to-month,Bank transfer,DSL,0
CUST-614,52,52.64,2739.074559842772,3,Month-to-month,Credit card,DSL,0
CUST-615,31,75.98,2338.2767188976372,1,Month-to-month,Mailed check,None,0
CUST-616,10,31.58,309.2304476307916,3,Month-to-month,Mailed check,DSL,0
CUST-617,58,57.67,3337.6427322190334,3,Month-to-month,Credit card,Fiber optic,0
CUST-618,19,20.91,392.2057288511657,1,Month-to-month,Mailed check,DSL,0
CUST-619,58,101.87,5895.299657400731,4,Month-to-month,Credit card,None,1
CUST-620,32,32.84,1043.6272339189006,2,Month-to-month,Bank transfer,DSL,0
CUST-621,1,48.33,59.789045784517995,2,Month-to-month,Credit card,None,0
CUST-622,56,21.84,1234.4714848757492,2,Month-to-month,Mailed check,Fiber optic,0
CUST-623,5,63.22,331.4249977546597,1,Month-to-month,Bank transfer,DSL,0
CUST-624,45,104.01,4680.5514652574375,1,Month-to-month,Bank transfer,None,0
CUST-625,4,59.22,239.59219128898246,0,Two year,Electronic check,Fiber optic,0
CUST-626,16,37.95,618.8061141769366,2,Month-to-month,Electronic check,DSL,0
CUST-627,24,95.37,2274.173390430629,0,Month-to-month,Mailed check,Fiber optic,0
CUST-628,16,98.88,1590.1362850670369,2,Month-to-month,Credit card,None,0
CUST-629,55,37.38,2068.9234472339567,2,One year,Credit card,Fiber optic,0
CUST-630,2,97.09,185.29039673962376,1,Two year,Mailed check,DSL,1
CUST-631,49,114.73,5635.596391456037,2,Two year,Bank transfer,Fiber optic,1
CUST-632,28,36.64,1046.497160803016,2,One year,Mailed check,Fiber optic,0
CUST-633,32,97.1,3114.978466705108,2,Month-to-month,Mailed check,None,1
CUST-634,27,90.86,2459.165043686601,3,Month-to-month,Bank transfer,Fiber optic,0
CUST-635,20,67.36,1336.0022395087074,1,Month-to-month,Credit card,DSL,0
CUST-636,24,25.79,629.6520392904093,3,Two year,Mailed check,None,0
CUST-637,12,27.47,319.38409347362887,2,One year,Credit card,DSL,0
CUST-638,50,105.24,5265.6974080264035,0,One year,Mailed check,DSL,0
CUST-639,35,119.01,4170.06095107331,2,Month-to-month,Bank transfer,Fiber optic,1
CUST-640,33,87.61,2858.167469880175,2,One year,Bank transfer,Fiber optic,0
CUST-641,33,64.6,2135.858033835357,2,Month-to-month,Electronic check,DSL,0
CUST-642,51,84.76,4348.974747864785,0,Month-to-month,Bank transfer,Fiber optic,1
CUST-643,43,79.44,3395.0014357772952,0,Month-to-month,Electronic check,Fiber optic,0
CUST-644,37,58.36,2158.7810800598686,1,Month-to-month,Mailed check,Fiber optic,0
CUST-645,12,26.56,299.24884623265376,0,Month-to-month,Credit card,None,0
CUST-646,3,102.15,297.50858561194826,2,Two year,Bank transfer,Fiber optic,1
CUST-647,1,57.18,37.88223145179696,4,Month-to-month,Bank transfer,DSL,0
CUST-648,33,101.88,3363.6354232699723,3,Month-to-month,Bank transfer,DSL,1
CUST-649,40,45.25,1817.9360480325959,3,Month-to-month,Mailed check,None,0
CUST-650,10,20.1,205.0973863276909,1,Month-to-month,Electronic check,DSL,1
CUST-651,43,35.89,1533.9681753054242,2,One year,Mailed check,Fiber optic,0
CUST-652,44,66.85,2935.3060524340403,3,One year,Credit card,Fiber optic,0
CUST-653,29,114.43,3321.1927268608565,1,One year,Mailed check,Fiber optic,0
CUST-654,13,30.22,383.8707600986108,2,Two year,Credit card,DSL,0
CUST-655,12,105.42,1251.7520489148435,2,One year,Bank transfer,Fiber optic,1
CUST-656,31,72.7,2251.3087293989806,3,Month-to-month,Credit card,Fiber optic,0
CUST-657,46,102.59,4709.692917907276,1,One year,Credit card,None,0
CUST-658,2,49.84,103.79557917253643,1,Month-to-month,Electronic check,DSL,1
CUST-659,51,103.99,5316.476974003169,2,Month-to-month,Credit card,Fiber optic,1
CUST-660,50,97.28,4889.975834027057,1,Month-to-month,Credit card,Fiber optic,0
CUST-661,35,43.01,1508.7306691213964,4,One year,Mailed check,Fiber optic,0
CUST-662,23,33.13,768.4497216281953,1,One year,Bank transfer,Fiber optic,0
CUST-663,17,106.81,1809.7768265670586,3,Month-to-month,Mailed check,DSL,0
CUST-664,26,116.32,3018.9462322577842,2,One year,Mailed check,DSL,0
CUST-665,8,23.13,197.88056246540938,0,Two year,Bank transfer,Fiber optic,0
CUST-666,29,93.13,2698.006721998532,1,Month-to-month,Bank transfer,Fiber optic,0
CUST-667,26,110.95,2885.429473786058,1,Month-to-month,Credit card,Fiber optic,1
CUST-668,10,105.74,1069.6297567012832,2,One year,Credit card,DSL,1
CUST-669,26,116.45,3025.0137282811343,4,Month-to-month,Electronic check,DSL,0
CUST-670,34,96.01,3279.3442043768814,2,One year,Mailed check,DSL,0
CUST-671,51,64.23,3281.4602933605142,1,Month-to-month,Bank transfer,DSL,0
CUST-672,41,51.2,2103.7539817097822,1,Month-to-month,Credit card,Fiber optic,0
CUST-673,7,52.07,358.0081085293266,4,One year,Bank transfer,None,0
CUST-674,4,92.44,374.85125995050106,2,One year,Credit card,DSL,1
CUST-675,58,94.58,5481.349540521338,5,One year,Electronic check,DSL,1
CUST-676,53,40.04,2126.814088561957,3,Two year,Electronic check,DSL,0
CUST-677,50,106.81,5339.481749342396,0,One year,Bank transfer,Fiber optic,0
CUST-678,45,91.49,4126.718095709842,5,One year,Electronic check,DSL,1
CUST-679,11,76.28,838.7622882720325,1,Month-to-month,Bank transfer,None,0
CUST-680,29,67.15,1967.7285755023672,0,Month-to-month,Credit card,Fiber optic,0
CUST-681,56,74.32,4159.164530216043,1,Month-to-month,Mailed check,None,0
CUST-682,36,35.92,1287.7742523797651,2,One year,Electronic check,None,0
