ds,sku,sales,promo,dayofweek,month,lag_1,lag_7,ma7,ma30
2024-11-21,SKU-1,135,0,3,11,154.0,139.0,142.57142857142858,141.33333333333334
2024-11-22,SKU-1,160,0,4,11,135.0,151.0,143.85714285714286,142.1
2024-11-23,SKU-1,196,1,5,11,160.0,142.0,151.57142857142858,143.93333333333334
2024-11-24,SKU-1,131,0,6,11,196.0,146.0,149.42857142857142,144.23333333333332
2024-11-25,SKU-1,139,0,0,11,131.0,126.0,151.28571428571428,143.86666666666667
2024-11-26,SKU-1,150,0,1,11,139.0,144.0,152.14285714285714,144.53333333333333
2024-11-27,SKU-1,154,0,2,11,150.0,154.0,152.14285714285714,144.93333333333334
2024-11-28,SKU-1,147,0,3,11,154.0,135.0,153.85714285714286,145.13333333333333
2024-11-29,SKU-1,152,0,4,11,147.0,160.0,152.71428571428572,146.13333333333333
2024-11-30,SKU-1,140,0,5,11,152.0,196.0,144.71428571428572,146.7
2024-12-01,SKU-1,144,0,6,12,140.0,131.0,146.57142857142858,146.63333333333333
2024-12-02,SKU-1,133,0,0,12,144.0,139.0,145.71428571428572,144.46666666666667
2024-12-03,SKU-1,188,1,1,12,133.0,150.0,151.14285714285714,146.16666666666666
2024-12-04,SKU-1,148,0,2,12,188.0,154.0,150.28571428571428,146.7
2024-12-05,SKU-1,145,0,3,12,148.0,147.0,150.0,146.83333333333334
2024-12-06,SKU-1,149,0,4,12,145.0,152.0,149.57142857142858,147.2
2024-12-07,SKU-1,144,0,5,12,149.0,140.0,150.14285714285714,147.2
2024-12-08,SKU-1,144,0,6,12,144.0,144.0,150.14285714285714,147.3
2024-12-09,SKU-1,195,1,0,12,144.0,133.0,159.0,148.7
2024-12-10,SKU-1,141,0,1,12,195.0,188.0,152.28571428571428,148.43333333333334
2024-12-11,SKU-1,153,0,2,12,141.0,148.0,153.0,148.76666666666668
2024-12-12,SKU-1,142,0,3,12,153.0,145.0,152.57142857142858,148.93333333333334
2024-12-13,SKU-1,191,1,4,12,142.0,149.0,158.57142857142858,150.76666666666668
2024-12-14,SKU-1,153,0,5,12,191.0,144.0,159.85714285714286,151.23333333333332
2024-12-15,SKU-1,149,0,6,12,153.0,144.0,160.57142857142858,151.16666666666666
2024-12-16,SKU-1,139,0,0,12,149.0,195.0,152.57142857142858,151.06666666666666
2024-12-17,SKU-1,140,0,1,12,139.0,141.0,152.42857142857142,150.86666666666667
2024-12-18,SKU-1,150,0,2,12,140.0,153.0,152.0,151.66666666666666
2024-12-19,SKU-1,139,0,3,12,150.0,142.0,151.57142857142858,151.5
2024-12-20,SKU-1,156,0,4,12,139.0,191.0,146.57142857142858,151.56666666666666
2024-12-21,SKU-1,148,0,5,12,156.0,153.0,145.85714285714286,152.0
2024-12-22,SKU-1,157,0,6,12,148.0,149.0,147.0,151.9
2024-12-23,SKU-1,144,0,0,12,157.0,139.0,147.71428571428572,150.16666666666666
2024-12-24,SKU-1,143,0,1,12,144.0,140.0,148.14285714285714,150.56666666666666
2024-12-25,SKU-1,150,0,2,12,143.0,150.0,148.14285714285714,150.93333333333334
2024-12-26,SKU-1,155,0,3,12,150.0,139.0,150.42857142857142,151.1
2024-12-27,SKU-1,148,0,4,12,155.0,156.0,149.28571428571428,150.9
2024-12-28,SKU-1,154,0,5,12,148.0,148.0,150.14285714285714,151.13333333333333
2024-12-29,SKU-1,160,0,6,12,154.0,157.0,150.57142857142858,151.4
2024-12-30,SKU-1,155,0,0,12,160.0,144.0,152.14285714285714,151.9
2024-12-31,SKU-1,150,0,1,12,155.0,143.0,153.14285714285714,152.1
2024-01-01,SKU-2,202,1,0,1,150.0,150.0,160.57142857142858,154.4
2024-01-02,SKU-2,162,0,1,1,202.0,155.0,161.57142857142858,153.53333333333333
2024-01-03,SKU-2,156,0,2,1,162.0,148.0,162.71428571428572,153.8
2024-01-04,SKU-2,161,0,3,1,156.0,154.0,163.71428571428572,154.33333333333334
2024-01-05,SKU-2,144,0,4,1,161.0,160.0,161.42857142857142,154.16666666666666
2024-01-06,SKU-2,211,1,5,1,144.0,155.0,169.42857142857142,156.4
2024-01-07,SKU-2,151,0,6,1,211.0,150.0,169.57142857142858,156.63333333333333
2024-01-08,SKU-2,157,0,0,1,151.0,202.0,163.14285714285714,155.36666666666667
2024-01-09,SKU-2,145,0,1,1,157.0,162.0,160.71428571428572,155.5
2024-01-10,SKU-2,155,0,2,1,145.0,156.0,160.57142857142858,155.56666666666666
2024-01-11,SKU-2,155,0,3,1,155.0,161.0,159.71428571428572,156.0
2024-01-12,SKU-2,150,0,4,1,155.0,144.0,160.57142857142858,154.63333333333333
2024-01-13,SKU-2,165,0,5,1,150.0,211.0,154.0,155.03333333333333
2024-01-14,SKU-2,157,0,6,1,165.0,151.0,154.85714285714286,155.3
2024-01-15,SKU-2,157,0,0,1,157.0,157.0,154.85714285714286,155.9
2024-01-16,SKU-2,148,0,1,1,157.0,145.0,155.28571428571428,156.16666666666666
2024-01-17,SKU-2,146,0,2,1,148.0,155.0,154.0,156.03333333333333
2024-01-18,SKU-2,157,0,3,1,146.0,155.0,154.28571428571428,156.63333333333333
2024-01-19,SKU-2,155,0,4,1,157.0,150.0,155.0,156.6
2024-01-20,SKU-2,159,0,5,1,155.0,165.0,154.14285714285714,156.96666666666667
2024-01-21,SKU-2,155,0,6,1,159.0,157.0,153.85714285714286,156.9
2024-01-22,SKU-2,164,0,0,1,155.0,157.0,154.85714285714286,157.56666666666666
2024-01-23,SKU-2,145,0,1,1,164.0,148.0,154.42857142857142,157.63333333333333
2024-01-24,SKU-2,145,0,2,1,145.0,146.0,154.28571428571428,157.46666666666667
2024-01-25,SKU-2,161,0,3,1,145.0,157.0,154.85714285714286,157.66666666666666
2024-01-26,SKU-2,161,0,4,1,161.0,155.0,155.71428571428572,158.1
2024-01-27,SKU-2,162,0,5,1,161.0,159.0,156.14285714285714,158.36666666666667
2024-01-28,SKU-2,158,0,6,1,162.0,155.0,156.57142857142858,158.3
2024-01-29,SKU-2,159,0,0,1,158.0,164.0,155.85714285714286,158.43333333333334
2024-01-30,SKU-2,168,0,1,1,159.0,145.0,159.14285714285714,159.03333333333333
2024-01-31,SKU-2,174,0,2,1,168.0,145.0,163.28571428571428,158.1
2024-02-01,SKU-2,144,0,3,2,174.0,161.0,160.85714285714286,157.5
2024-02-02,SKU-2,153,0,4,2,144.0,161.0,159.71428571428572,157.4
2024-02-03,SKU-2,158,0,5,2,153.0,162.0,159.14285714285714,157.3
2024-02-04,SKU-2,174,0,6,2,158.0,158.0,161.42857142857142,158.3
2024-02-05,SKU-2,139,0,0,2,174.0,159.0,158.57142857142858,155.9
2024-02-06,SKU-2,161,0,1,2,139.0,168.0,157.57142857142858,156.23333333333332
2024-02-07,SKU-2,155,0,2,2,161.0,174.0,154.85714285714286,156.16666666666666
2024-02-08,SKU-2,170,0,3,2,155.0,144.0,158.57142857142858,157.0
2024-02-09,SKU-2,169,0,4,2,170.0,153.0,160.85714285714286,157.46666666666667
2024-02-10,SKU-2,166,0,5,2,169.0,158.0,162.0,157.83333333333334
2024-02-11,SKU-2,152,0,6,2,166.0,174.0,158.85714285714286,157.9
2024-02-12,SKU-2,154,0,0,2,152.0,139.0,161.0,157.53333333333333
2024-02-13,SKU-2,155,0,1,2,154.0,161.0,160.14285714285714,157.46666666666667
2024-02-14,SKU-2,149,0,2,2,155.0,155.0,159.28571428571428,157.2
2024-02-15,SKU-2,168,0,3,2,149.0,170.0,159.0,157.86666666666667
2024-02-16,SKU-2,149,0,4,2,168.0,169.0,156.14285714285714,157.96666666666667
2024-02-17,SKU-2,179,0,5,2,149.0,166.0,158.0,158.7
2024-02-18,SKU-2,179,0,6,2,179.0,152.0,161.85714285714286,159.5
2024-02-19,SKU-2,157,0,0,2,179.0,154.0,162.28571428571428,159.43333333333334
2024-02-20,SKU-2,163,0,1,2,157.0,155.0,163.42857142857142,159.7
2024-02-21,SKU-2,160,0,2,2,163.0,149.0,165.0,159.56666666666666
2024-02-22,SKU-2,168,0,3,2,160.0,168.0,165.0,160.33333333333334
2024-02-23,SKU-2,170,0,4,2,168.0,149.0,168.0,161.16666666666666
2024-02-24,SKU-2,168,0,5,2,170.0,179.0,166.42857142857142,161.4
2024-02-25,SKU-2,170,0,6,2,168.0,179.0,165.14285714285714,161.7
2024-02-26,SKU-2,157,0,0,2,170.0,157.0,165.14285714285714,161.53333333333333
2024-02-27,SKU-2,165,0,1,2,157.0,163.0,165.42857142857142,161.76666666666668
2024-02-28,SKU-2,163,0,2,2,165.0,160.0,165.85714285714286,161.9
2024-02-29,SKU-2,156,0,3,2,163.0,168.0,164.14285714285714,161.5
2024-03-01,SKU-2,162,0,4,3,156.0,170.0,163.0,161.1
2024-03-02,SKU-2,165,0,5,3,162.0,168.0,162.57142857142858,161.8
2024-03-03,SKU-2,163,0,6,3,165.0,170.0,161.57142857142858,162.13333333333333
2024-03-04,SKU-2,155,0,0,3,163.0,157.0,161.28571428571428,162.03333333333333
2024-03-05,SKU-2,164,0,1,3,155.0,165.0,161.14285714285714,161.7
2024-03-06,SKU-2,158,0,2,3,164.0,163.0,160.42857142857142,162.33333333333334
2024-03-07,SKU-2,160,0,3,3,158.0,156.0,161.0,162.3
2024-03-08,SKU-2,172,0,4,3,160.0,162.0,162.42857142857142,162.86666666666667
2024-03-09,SKU-2,174,0,5,3,172.0,165.0,163.71428571428572,163.0
2024-03-10,SKU-2,162,0,6,3,174.0,163.0,163.57142857142858,162.76666666666668
2024-03-11,SKU-2,167,0,0,3,162.0,155.0,165.28571428571428,162.8
2024-03-12,SKU-2,166,0,1,3,167.0,164.0,165.57142857142858,163.26666666666668
2024-03-13,SKU-2,177,0,2,3,166.0,158.0,168.28571428571428,164.03333333333333
2024-03-14,SKU-2,175,0,3,3,177.0,160.0,170.42857142857142,164.7
2024-03-15,SKU-2,154,0,4,3,175.0,172.0,167.85714285714286,164.86666666666667
2024-03-16,SKU-2,177,0,5,3,154.0,174.0,168.28571428571428,165.16666666666666
2024-03-17,SKU-2,180,0,6,3,177.0,162.0,170.85714285714286,166.2
2024-03-18,SKU-2,170,0,0,3,180.0,167.0,171.28571428571428,165.9
2024-03-19,SKU-2,163,0,1,3,170.0,166.0,170.85714285714286,165.36666666666667
2024-03-20,SKU-2,184,0,2,3,163.0,177.0,171.85714285714286,166.26666666666668
2024-03-21,SKU-2,230,1,3,3,184.0,175.0,179.71428571428572,168.5
2024-03-22,SKU-2,181,0,4,3,230.0,154.0,183.57142857142858,169.2
2024-03-23,SKU-2,181,0,5,3,181.0,177.0,184.14285714285714,169.63333333333333
2024-03-24,SKU-2,175,0,6,3,181.0,180.0,183.42857142857142,169.8
2024-03-25,SKU-2,162,0,0,3,175.0,170.0,182.28571428571428,169.6
2024-03-26,SKU-2,167,0,1,3,162.0,163.0,182.85714285714286,169.5
2024-03-27,SKU-2,165,0,2,3,167.0,184.0,180.14285714285714,169.76666666666668
2024-03-28,SKU-2,158,0,3,3,165.0,230.0,169.85714285714286,169.53333333333333
2024-03-29,SKU-2,172,0,4,3,158.0,181.0,168.57142857142858,169.83333333333334
2024-03-30,SKU-2,184,0,5,3,172.0,181.0,169.0,170.76666666666668
2024-03-31,SKU-2,170,0,6,3,184.0,175.0,168.28571428571428,171.03333333333333
2024-04-01,SKU-2,183,0,0,4,170.0,162.0,171.28571428571428,171.63333333333333
2024-04-02,SKU-2,156,0,1,4,183.0,167.0,169.71428571428572,171.4
2024-04-03,SKU-2,175,0,2,4,156.0,165.0,171.14285714285714,172.06666666666666
2024-04-04,SKU-2,180,0,3,4,175.0,158.0,174.28571428571428,172.6
2024-04-05,SKU-2,166,0,4,4,180.0,172.0,173.42857142857142,172.86666666666667
2024-04-06,SKU-2,172,0,5,4,166.0,184.0,171.71428571428572,173.26666666666668
2024-04-07,SKU-2,181,0,6,4,172.0,170.0,173.28571428571428,173.56666666666666
2024-04-08,SKU-2,172,0,0,4,181.0,183.0,171.71428571428572,173.5
2024-04-09,SKU-2,154,0,1,4,172.0,156.0,171.42857142857142,173.23333333333332
2024-04-10,SKU-2,162,0,2,4,154.0,175.0,169.57142857142858,173.06666666666666
2024-04-11,SKU-2,168,0,3,4,162.0,180.0,167.85714285714286,173.13333333333333
2024-04-12,SKU-2,158,0,4,4,168.0,166.0,166.71428571428572,172.5
2024-04-13,SKU-2,170,0,5,4,158.0,172.0,166.42857142857142,172.33333333333334
2024-04-14,SKU-2,164,0,6,4,170.0,181.0,164.0,172.66666666666666
2024-04-15,SKU-2,166,0,0,4,164.0,172.0,163.14285714285714,172.3
2024-04-16,SKU-2,166,0,1,4,166.0,154.0,164.85714285714286,171.83333333333334
2024-04-17,SKU-2,171,0,2,4,166.0,162.0,166.14285714285714,171.86666666666667
2024-04-18,SKU-2,168,0,3,4,171.0,168.0,166.14285714285714,172.03333333333333
2024-04-19,SKU-2,173,0,4,4,168.0,158.0,168.28571428571428,171.66666666666666
2024-04-20,SKU-2,177,0,5,4,173.0,170.0,169.28571428571428,169.9
2024-04-21,SKU-2,182,0,6,4,177.0,164.0,171.85714285714286,169.93333333333334
2024-04-22,SKU-2,176,0,0,4,182.0,166.0,173.28571428571428,169.76666666666668
2024-04-23,SKU-2,175,0,1,4,176.0,166.0,174.57142857142858,169.76666666666668
2024-04-24,SKU-2,192,0,2,4,175.0,171.0,177.57142857142858,170.76666666666668
2024-04-25,SKU-2,172,0,3,4,192.0,168.0,178.14285714285714,170.93333333333334
2024-04-26,SKU-2,188,0,4,4,172.0,173.0,180.28571428571428,171.7
2024-04-27,SKU-2,177,0,5,4,188.0,177.0,180.28571428571428,172.33333333333334
2024-04-28,SKU-2,174,0,6,4,177.0,182.0,179.14285714285714,172.4
2024-04-29,SKU-2,167,0,0,4,174.0,176.0,177.85714285714286,171.83333333333334
2024-04-30,SKU-2,181,0,1,4,167.0,175.0,178.71428571428572,172.2
2024-05-01,SKU-2,182,0,2,5,181.0,192.0,177.28571428571428,172.16666666666666
2024-05-02,SKU-2,174,0,3,5,182.0,172.0,177.57142857142858,172.76666666666668
2024-05-03,SKU-2,178,0,4,5,174.0,188.0,176.14285714285714,172.86666666666667
2024-05-04,SKU-2,165,0,5,5,178.0,177.0,174.42857142857142,172.36666666666667
2024-05-05,SKU-2,163,0,6,5,165.0,174.0,172.85714285714286,172.26666666666668
2024-05-06,SKU-2,179,0,0,5,163.0,167.0,174.57142857142858,172.5
2024-05-07,SKU-2,169,0,1,5,179.0,181.0,172.85714285714286,172.1
2024-05-08,SKU-2,175,0,2,5,169.0,182.0,171.85714285714286,172.2
2024-05-09,SKU-2,164,0,3,5,175.0,174.0,170.42857142857142,172.53333333333333
2024-05-10,SKU-2,182,0,4,5,164.0,178.0,171.0,173.2
2024-05-11,SKU-2,163,0,5,5,182.0,165.0,170.71428571428572,173.03333333333333
2024-05-12,SKU-2,165,0,6,5,163.0,163.0,171.0,173.26666666666668
2024-05-13,SKU-2,180,0,0,5,165.0,179.0,171.14285714285714,173.6
2024-05-14,SKU-2,151,0,1,5,180.0,169.0,168.57142857142858,173.16666666666666
2024-05-15,SKU-2,173,0,2,5,151.0,175.0,168.28571428571428,173.4
2024-05-16,SKU-2,169,0,3,5,173.0,164.0,169.0,173.5
2024-05-17,SKU-2,164,0,4,5,169.0,182.0,166.42857142857142,173.26666666666668
2024-05-18,SKU-2,173,0,5,5,164.0,163.0,167.85714285714286,173.43333333333334
2024-05-19,SKU-2,168,0,6,5,173.0,165.0,168.28571428571428,173.26666666666668
2024-05-20,SKU-2,181,0,0,5,168.0,180.0,168.42857142857142,173.4
2024-05-21,SKU-2,183,0,1,5,181.0,151.0,173.0,173.43333333333334
2024-05-22,SKU-2,165,0,2,5,183.0,173.0,171.85714285714286,173.06666666666666
2024-05-23,SKU-2,172,0,3,5,165.0,169.0,172.28571428571428,172.96666666666667
2024-05-24,SKU-2,160,0,4,5,172.0,164.0,171.71428571428572,171.9
2024-05-25,SKU-2,182,0,5,5,160.0,173.0,173.0,172.23333333333332
2024-05-26,SKU-2,182,0,6,5,182.0,168.0,175.0,172.03333333333333
2024-05-27,SKU-2,167,0,0,5,182.0,181.0,173.0,171.7
2024-05-28,SKU-2,170,0,1,5,167.0,183.0,171.14285714285714,171.56666666666666
2024-05-29,SKU-2,169,0,2,5,170.0,165.0,171.71428571428572,171.63333333333333
2024-05-30,SKU-2,158,0,3,5,169.0,172.0,169.71428571428572,170.86666666666667
2024-05-31,SKU-2,181,0,4,5,158.0,160.0,172.71428571428572,170.83333333333334
2024-06-01,SKU-2,169,0,5,6,181.0,182.0,170.85714285714286,170.66666666666666
2024-06-02,SKU-2,169,0,6,6,169.0,182.0,169.0,170.36666666666667
2024-06-03,SKU-2,168,0,0,6,169.0,167.0,169.14285714285714,170.46666666666667
2024-06-04,SKU-2,177,0,1,6,168.0,170.0,170.14285714285714,170.93333333333334
2024-06-05,SKU-2,165,0,2,6,177.0,169.0,169.57142857142858,170.46666666666667
2024-06-06,SKU-2,155,0,3,6,165.0,158.0,169.14285714285714,170.0
2024-06-07,SKU-2,163,0,4,6,155.0,181.0,166.57142857142858,169.6
2024-06-08,SKU-2,177,0,5,6,163.0,169.0,167.71428571428572,170.03333333333333
2024-06-09,SKU-2,249,1,6,6,177.0,169.0,179.14285714285714,172.26666666666668
2024-06-10,SKU-2,160,0,0,6,249.0,168.0,178.0,172.16666666666666
2024-06-11,SKU-2,218,1,1,6,160.0,177.0,183.85714285714286,173.93333333333334
2024-06-12,SKU-2,158,0,2,6,218.0,165.0,182.85714285714286,173.2
2024-06-13,SKU-2,157,0,3,6,158.0,155.0,183.14285714285714,173.4
2024-06-14,SKU-2,178,0,4,6,157.0,163.0,185.28571428571428,173.56666666666666
2024-06-15,SKU-2,185,0,5,6,178.0,177.0,186.42857142857142,174.1
2024-06-16,SKU-2,175,0,6,6,185.0,249.0,175.85714285714286,174.46666666666667
2024-06-17,SKU-2,165,0,0,6,175.0,160.0,176.57142857142858,174.2
2024-06-18,SKU-2,182,0,1,6,165.0,218.0,171.42857142857142,174.66666666666666
2024-06-19,SKU-2,170,0,2,6,182.0,158.0,173.14285714285714,174.3
2024-06-20,SKU-2,177,0,3,6,170.0,157.0,176.0,174.1
2024-06-21,SKU-2,165,0,4,6,177.0,178.0,174.14285714285714,174.1
2024-06-22,SKU-2,174,0,5,6,165.0,185.0,172.57142857142858,174.16666666666666
2024-06-23,SKU-2,164,0,6,6,174.0,175.0,171.0,174.3
2024-06-24,SKU-2,173,0,0,6,164.0,165.0,172.14285714285714,174.0
2024-06-25,SKU-2,170,0,1,6,173.0,182.0,170.42857142857142,173.6
2024-06-26,SKU-2,162,0,2,6,170.0,170.0,169.28571428571428,173.43333333333334
2024-06-27,SKU-2,162,0,3,6,162.0,177.0,167.14285714285714,173.16666666666666
2024-06-28,SKU-2,180,0,4,6,162.0,165.0,169.28571428571428,173.53333333333333
2024-06-29,SKU-2,187,0,5,6,180.0,174.0,171.14285714285714,174.5
2024-06-30,SKU-2,171,0,6,6,187.0,164.0,172.14285714285714,174.16666666666666
2024-07-01,SKU-2,168,0,0,7,171.0,173.0,171.42857142857142,174.13333333333333
2024-07-02,SKU-2,230,1,1,7,168.0,170.0,180.0,176.16666666666666
2024-07-03,SKU-2,169,0,2,7,230.0,162.0,181.0,176.2
2024-07-04,SKU-2,155,0,3,7,169.0,162.0,180.0,175.46666666666667
2024-07-05,SKU-2,171,0,4,7,155.0,180.0,178.71428571428572,175.66666666666666
2024-07-06,SKU-2,157,0,5,7,171.0,187.0,174.42857142857142,175.73333333333332
2024-07-07,SKU-2,167,0,6,7,157.0,171.0,173.85714285714286,175.86666666666667
2024-07-08,SKU-2,171,0,0,7,167.0,168.0,174.28571428571428,175.66666666666666
2024-07-09,SKU-2,172,0,1,7,171.0,230.0,166.0,173.1
2024-07-10,SKU-2,161,0,2,7,172.0,169.0,164.85714285714286,173.13333333333333
2024-07-11,SKU-2,164,0,3,7,161.0,155.0,166.14285714285714,171.33333333333334
2024-07-12,SKU-2,163,0,4,7,164.0,171.0,165.0,171.5
2024-07-13,SKU-2,171,0,5,7,163.0,157.0,167.0,171.96666666666667
2024-07-14,SKU-2,172,0,6,7,171.0,167.0,167.71428571428572,171.76666666666668
2024-07-15,SKU-2,172,0,0,7,172.0,171.0,167.85714285714286,171.33333333333334
2024-07-16,SKU-2,163,0,1,7,172.0,172.0,166.57142857142858,170.93333333333334
2024-07-17,SKU-2,170,0,2,7,163.0,161.0,167.85714285714286,171.1
2024-07-18,SKU-2,171,0,3,7,170.0,164.0,168.85714285714286,170.73333333333332
2024-07-19,SKU-2,168,0,4,7,171.0,163.0,169.57142857142858,170.66666666666666
2024-07-20,SKU-2,170,0,5,7,168.0,171.0,169.42857142857142,170.43333333333334
2024-07-21,SKU-2,173,0,6,7,170.0,172.0,169.57142857142858,170.7
2024-07-22,SKU-2,172,0,0,7,173.0,172.0,169.57142857142858,170.63333333333333
2024-07-23,SKU-2,173,0,1,7,172.0,163.0,171.0,170.93333333333334
2024-07-24,SKU-2,180,0,2,7,173.0,170.0,172.42857142857142,171.16666666666666
2024-07-25,SKU-2,159,0,3,7,180.0,171.0,170.71428571428572,170.8
2024-07-26,SKU-2,163,0,4,7,159.0,168.0,170.0,170.83333333333334
2024-07-27,SKU-2,160,0,5,7,163.0,170.0,168.57142857142858,170.76666666666668
2024-07-28,SKU-2,178,0,6,7,160.0,173.0,169.28571428571428,170.7
2024-07-29,SKU-2,164,0,0,7,178.0,172.0,168.14285714285714,169.93333333333334
2024-07-30,SKU-2,168,0,1,7,164.0,173.0,167.42857142857142,169.83333333333334
2024-07-31,SKU-2,162,0,2,7,168.0,180.0,164.85714285714286,169.63333333333333
2024-08-01,SKU-2,164,0,3,8,162.0,159.0,165.57142857142858,167.43333333333334
2024-08-02,SKU-2,175,0,4,8,164.0,163.0,167.28571428571428,167.63333333333333
2024-08-03,SKU-2,176,0,5,8,175.0,160.0,169.57142857142858,168.33333333333334
2024-08-04,SKU-2,170,0,6,8,176.0,178.0,168.42857142857142,168.3
2024-08-05,SKU-2,172,0,0,8,170.0,164.0,169.57142857142858,168.8
2024-08-06,SKU-2,172,0,1,8,172.0,168.0,170.14285714285714,168.96666666666667
2024-08-07,SKU-2,222,1,2,8,172.0,162.0,178.71428571428572,170.66666666666666
2024-08-08,SKU-2,155,0,3,8,222.0,164.0,177.42857142857142,170.1
2024-08-09,SKU-2,160,0,4,8,155.0,175.0,175.28571428571428,170.06666666666666
2024-08-10,SKU-2,161,0,5,8,160.0,176.0,173.14285714285714,169.96666666666667
2024-08-11,SKU-2,180,0,6,8,161.0,170.0,174.57142857142858,170.53333333333333
2024-08-12,SKU-2,235,1,0,8,180.0,172.0,183.57142857142858,172.66666666666666
2024-08-13,SKU-2,178,0,1,8,235.0,172.0,184.42857142857142,172.86666666666667
2024-08-14,SKU-2,151,0,2,8,178.0,222.0,174.28571428571428,172.16666666666666
2024-08-15,SKU-2,233,1,3,8,151.0,155.0,185.42857142857142,174.5
2024-08-16,SKU-2,182,0,4,8,233.0,160.0,188.57142857142858,174.9
2024-08-17,SKU-2,179,0,5,8,182.0,161.0,191.14285714285714,175.16666666666666
2024-08-18,SKU-2,155,0,6,8,179.0,180.0,187.57142857142858,174.73333333333332
2024-08-19,SKU-2,179,0,0,8,155.0,235.0,179.57142857142858,175.03333333333333
2024-08-20,SKU-2,166,0,1,8,179.0,178.0,177.85714285714286,174.8
2024-08-21,SKU-2,164,0,2,8,166.0,151.0,179.71428571428572,174.53333333333333
2024-08-22,SKU-2,169,0,3,8,164.0,233.0,170.57142857142858,174.4
2024-08-23,SKU-2,158,0,4,8,169.0,182.0,167.14285714285714,173.66666666666666
2024-08-24,SKU-2,230,1,5,8,158.0,179.0,174.42857142857142,176.03333333333333
2024-08-25,SKU-2,183,0,6,8,230.0,155.0,178.42857142857142,176.7
2024-08-26,SKU-2,171,0,0,8,183.0,179.0,177.28571428571428,177.06666666666666
2024-08-27,SKU-2,167,0,1,8,171.0,166.0,177.42857142857142,176.7
2024-08-28,SKU-2,167,0,2,8,167.0,164.0,177.85714285714286,176.8
2024-08-29,SKU-2,158,0,3,8,167.0,169.0,176.28571428571428,176.46666666666667
2024-08-30,SKU-2,165,0,4,8,158.0,158.0,177.28571428571428,176.56666666666666
2024-08-31,SKU-2,159,0,5,8,165.0,230.0,167.14285714285714,176.4
2024-09-01,SKU-2,238,1,6,9,159.0,183.0,175.0,178.5
2024-09-02,SKU-2,150,0,0,9,238.0,171.0,172.0,177.63333333333333
2024-09-03,SKU-2,173,0,1,9,150.0,167.0,172.85714285714286,177.73333333333332
2024-09-04,SKU-2,174,0,2,9,173.0,167.0,173.85714285714286,177.8
2024-09-05,SKU-2,176,0,3,9,174.0,158.0,176.42857142857142,177.93333333333334
2024-09-06,SKU-2,167,0,4,9,176.0,165.0,176.71428571428572,176.1
2024-09-07,SKU-2,178,0,5,9,167.0,159.0,179.42857142857142,176.86666666666667
2024-09-08,SKU-2,170,0,6,9,178.0,238.0,169.71428571428572,177.2
2024-09-09,SKU-2,158,0,0,9,170.0,150.0,170.85714285714286,177.1
2024-09-10,SKU-2,178,0,1,9,158.0,173.0,171.57142857142858,177.03333333333333
2024-09-11,SKU-2,166,0,2,9,178.0,174.0,170.42857142857142,174.73333333333332
2024-09-12,SKU-2,156,0,3,9,166.0,176.0,167.57142857142858,174.0
2024-09-13,SKU-2,163,0,4,9,156.0,167.0,167.0,174.4
2024-09-14,SKU-2,169,0,5,9,163.0,178.0,165.71428571428572,172.26666666666668
2024-09-15,SKU-2,175,0,6,9,169.0,170.0,166.42857142857142,172.03333333333333
2024-09-16,SKU-2,184,0,0,9,175.0,158.0,170.14285714285714,172.2
2024-09-17,SKU-2,171,0,1,9,184.0,178.0,169.14285714285714,172.73333333333332
2024-09-18,SKU-2,169,0,2,9,171.0,166.0,169.57142857142858,172.4
2024-09-19,SKU-2,185,0,3,9,169.0,156.0,173.71428571428572,173.03333333333333
2024-09-20,SKU-2,175,0,4,9,185.0,163.0,175.42857142857142,173.4
2024-09-21,SKU-2,233,1,5,9,175.0,169.0,184.57142857142858,175.53333333333333
2024-09-22,SKU-2,169,0,6,9,233.0,175.0,183.71428571428572,175.9
2024-09-23,SKU-2,229,1,0,9,169.0,184.0,190.14285714285714,175.86666666666667
2024-09-24,SKU-2,167,0,1,9,229.0,171.0,189.57142857142858,175.33333333333334
2024-09-25,SKU-2,169,0,2,9,167.0,169.0,189.57142857142858,175.26666666666668
2024-09-26,SKU-2,178,0,3,9,169.0,185.0,188.57142857142858,175.63333333333333
2024-09-27,SKU-2,164,0,4,9,178.0,175.0,187.0,175.53333333333333
2024-09-28,SKU-2,177,0,5,9,164.0,233.0,179.0,176.16666666666666
2024-09-29,SKU-2,180,0,6,9,177.0,169.0,180.57142857142858,176.66666666666666
2024-09-30,SKU-2,164,0,0,9,180.0,229.0,171.28571428571428,176.83333333333334
2024-10-01,SKU-2,162,0,1,10,164.0,167.0,170.57142857142858,174.3
2024-10-02,SKU-2,168,0,2,10,162.0,169.0,170.42857142857142,174.9
2024-10-03,SKU-2,165,0,3,10,168.0,178.0,168.57142857142858,174.63333333333333
2024-10-04,SKU-2,177,0,4,10,165.0,164.0,170.42857142857142,174.73333333333332
2024-10-05,SKU-2,167,0,5,10,177.0,177.0,169.0,174.43333333333334
2024-10-06,SKU-2,175,0,6,10,167.0,180.0,168.28571428571428,174.7
2024-10-07,SKU-2,188,0,0,10,175.0,164.0,171.71428571428572,175.03333333333333
2024-10-08,SKU-2,172,0,1,10,188.0,162.0,173.14285714285714,175.1
2024-10-09,SKU-2,174,0,2,10,172.0,168.0,174.0,175.63333333333333
2024-10-10,SKU-2,237,1,3,10,174.0,165.0,184.28571428571428,177.6
